ID,Item,Company,Quantity,Currency,Conversion Rate,ID (Items),Item Code (Items),Qty (Items),Rate (Items),UOM (Items)
BOM-SMS Grade 11 BookkitMandateHumanitiesPhysicalEducationComputer Science-001,SMS Grade 11 BookkitMandateHumanitiesPhysicalEducationComputer Science,Inventre Edu Services Pvt Ltd,1,INR,1,71i4nd55kr,SMS Grade 11 Mandate,1,0,Nos
,,,,,,71ijkrpthq,SMS Grade 11 Humanities,1,0,Nos
,,,,,,71inogpuap,SMS Grade 11 Physical Education,1,0,Nos
,,,,,,71i0udttdg,SMS Grade 11 Computer Science,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEntrepreneurshipPsychology-001,SMS Grade 11 BookkitMandateHumanitiesEntrepreneurshipPsychology,Inventre Edu Services Pvt Ltd,1,INR,1,69jt4p1vqm,SMS Grade 11 Mandate,1,0,Nos
,,,,,,69j3r4h1lk,SMS Grade 11 Humanities,1,0,Nos
,,,,,,69jb8tqutv,SMS Grade 11 Entrepreneurship,1,0,Nos
,,,,,,69jlvrgqtg,SMS Grade 11 Psychology,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEntrepreneurshipPhysical Education-001,SMS Grade 11 BookkitMandateHumanitiesEntrepreneurshipPhysical Education,Inventre Edu Services Pvt Ltd,1,INR,1,51ci40tko1,SMS Grade 11 Mandate,1,0,Nos
,,,,,,51cg7gbd8q,SMS Grade 11 Humanities,1,0,Nos
,,,,,,51c6tnmtd4,SMS Grade 11 Entrepreneurship,1,0,Nos
,,,,,,51c0hq3nj5,SMS Grade 11 Physical Education,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEntrepreneurshipComputer Science-001,SMS Grade 11 BookkitMandateHumanitiesEntrepreneurshipComputer Science,Inventre Edu Services Pvt Ltd,1,INR,1,3op6esh1os,SMS Grade 11 Mandate,1,0,Nos
,,,,,,3opsaglsv8,SMS Grade 11 Humanities,1,0,Nos
,,,,,,3opc0a7jqo,SMS Grade 11 Entrepreneurship,1,0,Nos
,,,,,,3op8ejd9iu,SMS Grade 11 Computer Science,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEconomicsPsychology-001,SMS Grade 11 BookkitMandateHumanitiesEconomicsPsychology,Inventre Edu Services Pvt Ltd,1,INR,1,2q945rhr4s,SMS Grade 11 Mandate,1,0,Nos
,,,,,,2q9pkf0moi,SMS Grade 11 Humanities,1,0,Nos
,,,,,,2q93asj0ug,SMS Grade 11 Economics,1,0,Nos
,,,,,,2q9toqhkdu,SMS Grade 11 Psychology,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEconomicsPhysical Education-001,SMS Grade 11 BookkitMandateHumanitiesEconomicsPhysical Education,Inventre Edu Services Pvt Ltd,1,INR,1,210aqa6h10,SMS Grade 11 Mandate,1,0,Nos
,,,,,,210gfbshpj,SMS Grade 11 Humanities,1,0,Nos
,,,,,,2101frqfkb,SMS Grade 11 Economics,1,0,Nos
,,,,,,2102im8k01,SMS Grade 11 Physical Education,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEconomicsEntrepreneurship-001,SMS Grade 11 BookkitMandateHumanitiesEconomicsEntrepreneurship,Inventre Edu Services Pvt Ltd,1,INR,1,136q3udkvb,SMS Grade 11 Mandate,1,0,Nos
,,,,,,136468rj5u,SMS Grade 11 Humanities,1,0,Nos
,,,,,,136ogsarm3,SMS Grade 11 Economics,1,0,Nos
,,,,,,1366l7srhk,SMS Grade 11 Entrepreneurship,1,0,Nos
BOM-SMS Grade 11 BookkitMandateHumanitiesEconomicsComputer Science-001,SMS Grade 11 BookkitMandateHumanitiesEconomicsComputer Science,Inventre Edu Services Pvt Ltd,1,INR,1,t4ht7dv3rc,SMS Grade 11 Mandate,1,0,Nos
,,,,,,t4hkarkntj,SMS Grade 11 Humanities,1,0,Nos
,,,,,,t4h4ab4g2n,SMS Grade 11 Economics,1,0,Nos
,,,,,,t4h12srkuh,SMS Grade 11 Computer Science,1,0,Nos
BOM-SMS Grade 11 BookkitMandateCommerceMathematics-001,SMS Grade 11 BookkitMandateCommerceMathematics,Inventre Edu Services Pvt Ltd,1,INR,1,s4hai6n24o,SMS Grade 11 Mandate,1,0,Nos
,,,,,,s4hb8gi4rr,SMS Grade 11 Commerce,1,0,Nos
,,,,,,s4h0n9f1md,SMS Grade 11 Mathematics,1,0,Nos
BOM-SMS Grade 11 BookkitMandateCommercePsychology-001,SMS Grade 11 BookkitMandateCommercePsychology,Inventre Edu Services Pvt Ltd,1,INR,1,reqaf810jh,SMS Grade 11 Mandate,1,0,Nos
,,,,,,req7cjfjpd,SMS Grade 11 Commerce,1,0,Nos
,,,,,,reqj9urue0,SMS Grade 11 Psychology,1,0,Nos
BOM-SMS Grade 11 BookkitMandateCommercePhysical Education-001,SMS Grade 11 BookkitMandateCommercePhysical Education,Inventre Edu Services Pvt Ltd,1,INR,1,qkaq33670i,SMS Grade 11 Mandate,1,0,Nos
,,,,,,qka9ujrs7s,SMS Grade 11 Commerce,1,0,Nos
,,,,,,qkalcajjvh,SMS Grade 11 Physical Education,1,0,Nos
BOM-SMS Grade 11 BookkitMandateCommerceEntrepreneurship-001,SMS Grade 11 BookkitMandateCommerceEntrepreneurship,Inventre Edu Services Pvt Ltd,1,INR,1,pslm1gddkm,SMS Grade 11 Mandate,1,0,Nos
,,,,,,pslf57tcf9,SMS Grade 11 Commerce,1,0,Nos
,,,,,,pslnpm936r,SMS Grade 11 Entrepreneurship,1,0,Nos
BOM-SMS Grade 11 BookkitMandateCommerceComputer Science-001,SMS Grade 11 BookkitMandateCommerceComputer Science,Inventre Edu Services Pvt Ltd,1,INR,1,jdrv812dn2,SMS Grade 11 Mandate,1,0,Nos
,,,,,,jdrneh769m,SMS Grade 11 Commerce,1,0,Nos
,,,,,,jdrudgcm7e,SMS Grade 11 Computer Science,1,0,Nos
BOM-WM JK Grade 8 BookkitFrench 2nd Lan Kan 3rd Lan-001,WM JK Grade 8 BookkitFrench 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,gsds1h2ocr,Grade 8 Mandate Textbook,1,0,Nos
,,,,,,gsda40a8te,WM JK Grade 8 French,1,0,Nos
,,,,,,gsd1aidq3n,WM Grade 8 Notebook,1,0,Nos
,,,,,,gsdqtck2im,WM Grade 8 Stationery,1,0,Nos
,,,,,,gsdm2bdrco,WM JK Stationery,1,0,Nos
,,,,,,gsd6pqrb78,WM JK Grade 8 Program,1,0,Nos
,,,,,,gsd2i2afpr,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 7 BookkitFrench 2nd Lan Kan 3rd Lan-001,WM JK Grade 7 BookkitFrench 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,g3qg058j95,Grade 7 Mandate Textbook,1,0,Nos
,,,,,,g3qstmvkvm,WM JK Grade 7 French,1,0,Nos
,,,,,,g3q31gvsgg,WM Grade 7 Notebook,1,0,Nos
,,,,,,g3qbsddsan,WM Grade 7 Stationery,1,0,Nos
,,,,,,g3qv8bvbmj,WM JK Stationery,1,0,Nos
,,,,,,g3qnaoealv,WM JK Grade 7 Program,1,0,Nos
,,,,,,g3qe9t2ncq,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 6 BookkitFrench 2nd Lan Kan 3rd Lan-001,WM JK Grade 6 BookkitFrench 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,fa7eq2298h,Grade 6 Mandate Textbook,1,0,Nos
,,,,,,fa74fnlgap,WM JK Grade 6 French,1,0,Nos
,,,,,,fa7o3j8ct4,WM Grade 6 Notebook,1,0,Nos
,,,,,,fa7aec25qe,WM Grade 6 Stationery,1,0,Nos
,,,,,,fa7549f28s,WM JK Stationery,1,0,Nos
,,,,,,fa7p9fiqco,WM JK Grade 6 Program,1,0,Nos
,,,,,,fa7rj28m91,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 8 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 8 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,buhvgb3qbm,Grade 8 Mandate Textbook,1,0,Nos
,,,,,,buhm3j66hl,WM JK Grade 8 Kannada-Hindi,1,0,Nos
,,,,,,buh5h8c699,WM Grade 8 Notebook,1,0,Nos
,,,,,,buh2drpnf6,WM Grade 8 Stationery,1,0,Nos
,,,,,,buham8g3vi,WM JK Stationery,1,0,Nos
,,,,,,buhun07gm1,WM JK Grade 8 Program,1,0,Nos
,,,,,,buhn509d8d,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 8 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 8 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,au31gi5tcg,Grade 8 Mandate Textbook,1,0,Nos
,,,,,,au3j8ua5hh,WM JK Grade 8 Hindi,1,0,Nos
,,,,,,au3mhomov2,WM Grade 8 Notebook,1,0,Nos
,,,,,,au39afr6ko,WM Grade 8 Stationery,1,0,Nos
,,,,,,au319vorbi,WM JK Stationery,1,0,Nos
,,,,,,au3faa133i,WM JK Grade 8 Program,1,0,Nos
,,,,,,au37vc4re5,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 7 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 7 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,9sufu3lu49,Grade 7 Mandate Textbook,1,0,Nos
,,,,,,9sunqra0b2,WM JK Grade 7 Kannada-Hindi,1,0,Nos
,,,,,,9sufj2jsdf,WM Grade 7 Notebook,1,0,Nos
,,,,,,9suhqjel5p,WM Grade 7 Stationery,1,0,Nos
,,,,,,9su3q8lftj,WM JK Stationery,1,0,Nos
,,,,,,9su9ivglcb,WM JK Grade 7 Program,1,0,Nos
,,,,,,9su5e5qou3,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 7 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 7 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,843qvke6ds,Grade 7 Mandate Textbook,1,0,Nos
,,,,,,843vugqepf,WM JK Grade 7 Hindi,1,0,Nos
,,,,,,8436u216k1,WM Grade 7 Notebook,1,0,Nos
,,,,,,843d3ao1vs,WM Grade 7 Stationery,1,0,Nos
,,,,,,843qedklpq,WM JK Stationery,1,0,Nos
,,,,,,843nb5168v,WM JK Grade 7 Program,1,0,Nos
,,,,,,84382ogucs,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 6 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 6 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,fd2pa60d8b,Grade 6 Mandate Textbook,1,0,Nos
,,,,,,fd25gg6b8a,WM JK Grade 6 Kannada,1,0,Nos
,,,,,,fd2tji2417,WM Grade 6 Notebook,1,0,Nos
,,,,,,fd2i5maun4,WM Grade 6 Stationery,1,0,Nos
,,,,,,fd26ka6mgc,WM JK Stationery,1,0,Nos
,,,,,,fd2ocp5jd7,WM JK Grade 6 Program,1,0,Nos
,,,,,,fd2ujo3142,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 6 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 6 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,edq9erv6ni,Grade 6 Mandate Textbook,1,0,Nos
,,,,,,edqv5njgv8,WM JK Grade 6 Hindi,1,0,Nos
,,,,,,edqmp0kdj1,WM Grade 6 Notebook,1,0,Nos
,,,,,,edqdtnq6rk,WM Grade 6 Stationery,1,0,Nos
,,,,,,edqm77dauh,WM JK Stationery,1,0,Nos
,,,,,,edq4of2khq,WM JK Grade 6 Program,1,0,Nos
,,,,,,edqugl2hc9,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 5 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 5 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,d0mcol139l,Grade 5 Mandate Textbook,1,1679.54,Nos
,,,,,,d0m56ovm3v,WM JK Grade 5 Kannada,1,0,Nos
,,,,,,d0m650dsnp,WM Grade 5 Notebook,1,0,Nos
,,,,,,d0m75djp0j,WM Grade 5 Stationery,1,0,Nos
,,,,,,d0m6onf8sf,WM JK Stationery,1,0,Nos
,,,,,,d0mp4ufnm7,WM JK Grade 5 Program,1,0,Nos
,,,,,,d0mseta7p7,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 5 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 5 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,bv0po7lpu9,Grade 5 Mandate Textbook,1,1679.54,Nos
,,,,,,bv0b3ovfi2,WM JK Grade 5 Hindi,1,0,Nos
,,,,,,bv04gh4m1d,WM Grade 5 Notebook,1,0,Nos
,,,,,,bv04a2mqrm,WM Grade 5 Stationery,1,0,Nos
,,,,,,bv0s36ob7r,WM JK Stationery,1,0,Nos
,,,,,,bv011fcc6r,WM JK Grade 5 Program,1,0,Nos
,,,,,,bv0cbqjuvi,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 4 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 4 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,athhod05gv,Grade 4 Mandate Textbook,1,1578.82,Nos
,,,,,,athnofo6dg,WM JK Grade 4 Hindi,1,0,Nos
,,,,,,ath1vhjpik,WM Grade 4 Notebook,1,0,Nos
,,,,,,ath1n4a5tg,WM Grade 4 Stationery,1,0,Nos
,,,,,,athr301li6,WM JK Stationery,1,0,Nos
,,,,,,athpggospj,WM JK Grade 4 Program,1,0,Nos
,,,,,,ath8890pvi,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 4 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 4 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,9d4m5pof4b,Grade 4 Mandate Textbook,1,1578.82,Nos
,,,,,,9d46v4t6sp,WM JK Grade 4 Kannada,1,0,Nos
,,,,,,9d4plht6ik,WM Grade 4 Notebook,1,0,Nos
,,,,,,9d40nup2bo,WM Grade 4 Stationery,1,0,Nos
,,,,,,9d4g2sd39t,WM JK Stationery,1,0,Nos
,,,,,,9d4cok1imm,WM JK Grade 4 Program,1,0,Nos
,,,,,,9d4es4kbsa,WM JK Other MS,1,0,Nos
BOM-WM JK Grade 3 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 3 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,78d09ql8s5,Grade 3 Mandate Textbook,1,1731.98,Nos
,,,,,,78d2a77l9u,WM JK Grade 3 Kannada,1,0,Nos
,,,,,,78d31bu9d2,WM Grade 3 Notebook,1,0,Nos
,,,,,,78dt8p27l6,WM Grade 3 Stationery,1,0,Nos
,,,,,,78dmkhe2bt,WM JK Stationery,1,0,Nos
,,,,,,78dcb47ujh,WM JK Grade 3 Program,1,0,Nos
,,,,,,78d8t5sfsb,WM JK Other,1,0,Nos
BOM-WM JK Grade 3 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 3 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,4un4joe64a,Grade 3 Mandate Textbook,1,1731.98,Nos
,,,,,,4unj5v3bh0,WM JK Grade 3 Hindi,1,0,Nos
,,,,,,4unlril787,WM Grade 3 Notebook,1,0,Nos
,,,,,,4unmujm7us,WM Grade 3 Stationery,1,0,Nos
,,,,,,4unmo4qgbq,WM JK Stationery,1,0,Nos
,,,,,,4unnlluvuh,WM JK Grade 3 Program,1,0,Nos
,,,,,,4unjnv2h7s,WM JK Other,1,0,Nos
BOM-WM JK Grade 2 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 2 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,3cv2i7j8hd,Grade 2 Mandate Textbook,1,1049.15,Nos
,,,,,,1nm7iie8l0,WM Grade 2 Textbook,1,0,Nos
,,,,,,1nmag498de,WM JK Grade 2 Kannada,1,0,Nos
,,,,,,1nmft9ls91,WM Grade 2 Notebook,1,0,Nos
,,,,,,1nm0jqt0qt,WM Grade 2 Stationery,1,0,Nos
,,,,,,1nmnbue2es,WM JK Stationery,1,0,Nos
,,,,,,1nmv5juipg,WM JK Other,1,0,Nos
BOM-WM JK Grade 2 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 2 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,rbmvot05c9,WM Grade 2 Textbook,1,0,Nos
,,,,,,rbm6p0ipun,WM JK Grade 2 Hindi,1,0,Nos
,,,,,,rbmmfbh2lo,WM Grade 2 Notebook,1,0,Nos
,,,,,,rbmmi8b8jk,WM Grade 2 Stationery,1,0,Nos
,,,,,,rbmao74bn5,WM JK Stationery,1,0,Nos
,,,,,,rbmngv6vco,WM JK Other,1,0,Nos
,,,,,,3jfce43gm7,Grade 2 Mandate Textbook,1,1049.15,Nos
BOM-WM JK Grade 1 BookkitKannada 2nd Lan Hin 3rd Lan-001,WM JK Grade 1 BookkitKannada 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,345gko0i9d,Grade 1 Mandate Textbook,1,989.33,Nos
,,,,,,q3vopfvohb,WM Grade 1 Textbook,1,0,Nos
,,,,,,q3v5hki0ug,WM JK Grade 1 Kannada,1,0,Nos
,,,,,,q3vqefg065,WM Grade 1 Notebook,1,0,Nos
,,,,,,q3vrcm85l1,WM Grade 1 Stationery,1,0,Nos
,,,,,,q3v656g7ht,WM JK Stationery,1,0,Nos
,,,,,,q3vudrcip8,WM JK Other,1,0,Nos
BOM-WM JK Grade 1 BookkitHindi 2nd Lan Kan 3rd Lan-001,WM JK Grade 1 BookkitHindi 2nd Lan Kan 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,2t5ljshjq7,Grade 1 Mandate Textbook,1,989.33,Nos
,,,,,,opvqienmdq,WM Grade 1 Textbook,1,0,Nos
,,,,,,opv9onodkn,WM JK Grade 1 Hindi,1,0,Nos
,,,,,,opvmlkgiog,WM Grade 1 Notebook,1,0,Nos
,,,,,,opvruotk6n,WM Grade 1 Stationery,1,0,Nos
,,,,,,opvlfsc6ci,WM JK Stationery,1,0,Nos
,,,,,,opv425el0q,WM JK Other,1,0,Nos
BOM-WM JK Grade UKG BookkitKannada-001,WM JK Grade UKG BookkitKannada,Inventre Edu Services Pvt Ltd,1,INR,1,no742qcvue,WM Grade UKG Textbook,1,0,Nos
,,,,,,no7q4cpmi9,WM Grade UKG Kannada,1,0,Nos
,,,,,,no7ibfumc2,WM Grade UKG Notebook,1,0,Nos
,,,,,,no7aff4rqr,WM Grade UKG Stationery,1,0,Nos
,,,,,,no7te44jih,WM JK Stationery,1,0,Nos
,,,,,,no7avvk0g7,WM JK Other,1,0,Nos
BOM-WM JK Grade UKG BookkitHindi-001,WM JK Grade UKG BookkitHindi,Inventre Edu Services Pvt Ltd,1,INR,1,ls3g5r73uv,WM Grade UKG Textbook,1,0,Nos
,,,,,,ls3k8plfci,WM Grade UKG Hindi,1,0,Nos
,,,,,,ls3s88k9in,WM Grade UKG Notebook,1,0,Nos
,,,,,,ls34ufah4u,WM Grade UKG Stationery,1,0,Nos
,,,,,,ls3ef5ie3o,WM JK Stationery,1,0,Nos
,,,,,,ls3poam84o,WM JK Other,1,0,Nos
BOM-WM JK Grade LKG Bookkit-001,WM JK Grade LKG Bookkit,Inventre Edu Services Pvt Ltd,1,INR,1,iob6echhif,WM Grade LKG Textbook,1,0,Nos
,,,,,,iobpdhstnj,WM Grade LKG Notebook,1,0,Nos
,,,,,,iobie8dm55,WM Grade LKG Stationery,1,0,Nos
,,,,,,iobu06d9u7,WM JK Stationery,1,0,Nos
,,,,,,iobn54p6mv,WM JK Other,1,0,Nos
BOM-WM JK Grade Nursery Bookkit-001,WM JK Grade Nursery Bookkit,Inventre Edu Services Pvt Ltd,1,INR,1,htc108p0lk,WM Grade Nursery Textbook,1,0,Nos
,,,,,,htctlectmn,WM Grade LKG Textbook,1,0,Nos
,,,,,,htcrbcud50,WM Grade UKG Textbook,1,0,Nos
,,,,,,htc1ufq0qu,WM JK Stationery,1,0,Nos
,,,,,,htcrg064vb,WM JK Other,1,0,Nos
BOM-WM JK Magic Box Girls Grade 11-001,WM JK Magic Box Girls Grade 11,Inventre Edu Services Pvt Ltd,1,INR,1,nnl7t34h64,WM JK Maroon Polo,2,0,Nos
,,,,,,nnlfqkrtaa,WM JK Girls Pant,2,0,Nos
,,,,,,nnljqgchp4,WM JK Regular Socks,2,0,Nos
,,,,,,nnlragcmit,WM JK Sports Polo,1,0,Nos
,,,,,,nnlbn5t1rp,WM JK Sports Track,1,0,Nos
,,,,,,nnl564om6c,WM JK Sports Socks,1,0,Nos
,,,,,,nnlba1nbiq,WM JK Hoodie,1,0,Nos
,,,,,,nnl8lqb7ps,WM JK Belt,1,0,Nos
,,,,,,nnlugor0v3,WM JK Caps,1,0,Nos
,,,,,,nnl4kdq90c,WM JK Secondary Bag,1,0,Nos
,,,,,,nnldl2dogl,WM JK Shoes,1,0,Nos
BOM-WM JK Magic Box Girls Grade 12-001,WM JK Magic Box Girls Grade 12,Inventre Edu Services Pvt Ltd,1,INR,1,l5jmughtvn,WM JK Maroon Polo,2,0,Nos
,,,,,,l5j9sftkgh,WM JK Girls Pant,2,0,Nos
,,,,,,l5ji4p37b2,WM JK Regular Socks,2,0,Nos
,,,,,,l5j1d6sv4o,WM JK Sports Polo,1,0,Nos
,,,,,,l5j5660t97,WM JK Sports Track,1,0,Nos
,,,,,,l5jn42dn12,WM JK Sports Socks,1,0,Nos
,,,,,,l5j9d5bdip,WM JK Hoodie,1,0,Nos
,,,,,,l5j9ms6pf3,WM JK Belt,1,0,Nos
,,,,,,l5juvjf4lr,WM JK Caps,1,0,Nos
,,,,,,l5jhqnh10d,WM JK Secondary Bag,1,0,Nos
,,,,,,l5jdoehmj8,WM JK Shoes,1,0,Nos
BOM-WM JK Magic Box Boys Grade 12-001,WM JK Magic Box Boys Grade 12,Inventre Edu Services Pvt Ltd,1,INR,1,c9pu52mk6a,WM JK Maroon Polo,2,0,Nos
,,,,,,c9pju8qve4,WM JK Boys Pant,2,0,Nos
,,,,,,c9p4pqtjc4,WM JK Regular Socks,2,0,Nos
,,,,,,c9pn8kuhcd,WM JK Sports Polo,1,0,Nos
,,,,,,c9pg2iac7a,WM JK Sports Track,1,0,Nos
,,,,,,c9pcmkreih,WM JK Sports Socks,1,0,Nos
,,,,,,c9pehfki50,WM JK Hoodie,1,0,Nos
,,,,,,c9prvmtej5,WM JK Belt,1,0,Nos
,,,,,,c9pj8e52pa,WM JK Caps,1,0,Nos
,,,,,,c9pgg9882k,WM JK Secondary Bag,1,0,Nos
,,,,,,c9plkkpg89,WM JK Shoes,1,0,Nos
BOM-WM JK Magic Box Boys Grade 11-001,WM JK Magic Box Boys Grade 11,Inventre Edu Services Pvt Ltd,1,INR,1,61m3nvjtoi,WM JK Maroon Polo,2,0,Nos
,,,,,,61mg63uum8,WM JK Boys Pant,2,0,Nos
,,,,,,61mmt0c8a9,WM JK Regular Socks,2,0,Nos
,,,,,,61mhnehuf5,WM JK Sports Polo,1,0,Nos
,,,,,,61m2mme4tc,WM JK Sports Track,1,0,Nos
,,,,,,61m6oo0t3p,WM JK Sports Socks,1,0,Nos
,,,,,,61mfled4cg,WM JK Hoodie,1,0,Nos
,,,,,,61m9iljv8s,WM JK Belt,1,0,Nos
,,,,,,61msp22uof,WM JK Caps,1,0,Nos
,,,,,,61m32jtfr8,WM JK Secondary Bag,1,0,Nos
,,,,,,61m3507lsl,WM JK Shoes,1,0,Nos
BOM-WM JK Magic Box Boys Grade 8-001,WM JK Magic Box Boys Grade 8,Inventre Edu Services Pvt Ltd,1,INR,1,0jchi37121,WM JK Maroon Polo,2,0,Nos
,,,,,,0jc24japr4,WM JK Boys Pant,2,0,Nos
,,,,,,0jcnjekghg,WM JK Regular Socks,2,0,Nos
,,,,,,0jctkedsth,WM JK Sports Polo,1,0,Nos
,,,,,,0jcd6bh3pr,WM JK Sports Track,1,0,Nos
,,,,,,0jc5akphsp,WM JK Sports Socks,1,0,Nos
,,,,,,0jc6lid6v2,WM JK Hoodie,1,0,Nos
,,,,,,0jc3lh420k,WM JK Belt,1,0,Nos
,,,,,,0jcfuhcmi1,WM JK Caps,1,0,Nos
,,,,,,0jc96g56qe,WM JK Secondary Bag,1,0,Nos
,,,,,,0jc29b8mt6,WM JK Shoes,1,0,Nos
,,,,,,v0ek22ck1i,WM JK Grade 8 Bookkit,1,0,Nos
BOM-WM JK Magic Box Boys Grade 7-001,WM JK Magic Box Boys Grade 7,Inventre Edu Services Pvt Ltd,1,INR,1,r6odpl7to5,WM JK Mint Polo,2,0,Nos
,,,,,,r6o0612gc9,WM JK Boys Pant,2,0,Nos
,,,,,,r6ohaaj22j,WM JK Regular Socks,2,0,Nos
,,,,,,r6oh415mmo,WM JK Sports Polo,1,0,Nos
,,,,,,r6o5pimf84,WM JK Sports Track,1,0,Nos
,,,,,,r6om6embju,WM JK Sports Socks,1,0,Nos
,,,,,,r6onf2oc4t,WM JK Hoodie,1,0,Nos
,,,,,,r6odum5n67,WM JK Belt,1,0,Nos
,,,,,,r6oaaae6jg,WM JK Caps,1,0,Nos
,,,,,,r6ojf61f7n,WM JK Secondary Bag,1,0,Nos
,,,,,,r6oatpcl76,WM JK Shoes,1,0,Nos
,,,,,,vketts4afr,WM JK Grade 7 Bookkit,1,0,Nos
BOM-WM JK Magic Box Boys Grade 6-001,WM JK Magic Box Boys Grade 6,Inventre Edu Services Pvt Ltd,1,INR,1,n4c1vtgas3,WM JK Mint Polo,2,0,Nos
,,,,,,n4c265nah1,WM JK Boys Pant,2,0,Nos
,,,,,,n4cbkl0lv0,WM JK Regular Socks,2,0,Nos
,,,,,,n4c4sp37ln,WM JK Sports Polo,1,0,Nos
,,,,,,n4c1hrshdu,WM JK Sports Track,1,0,Nos
,,,,,,n4c93aj3qo,WM JK Sports Socks,1,0,Nos
,,,,,,n4ct57e1p7,WM JK Hoodie,1,0,Nos
,,,,,,n4cp14r0pj,WM JK Caps,1,0,Nos
,,,,,,n4cb3du5me,WM JK Belt,1,0,Nos
,,,,,,n4ctaljdlo,WM JK Secondary Bag,1,0,Nos
,,,,,,n4c4s5ld33,WM JK Shoes,1,0,Nos
,,,,,,vrbveonggh,WM JK Grade 6 Bookkit,1,0,Nos
BOM-WM JK Magic Box Girls Grade 8-001,WM JK Magic Box Girls Grade 8,Inventre Edu Services Pvt Ltd,1,INR,1,j9vdae57hl,WM JK Maroon Polo,2,0,Nos
,,,,,,j9vvapjm2h,WM JK Girls Pant,2,0,Nos
,,,,,,j9va9lo1c2,WM JK Regular Socks,2,0,Nos
,,,,,,j9vpp2eud6,WM JK Sports Polo,1,0,Nos
,,,,,,j9v96od92b,WM JK Sports Track,1,0,Nos
,,,,,,j9vsbfho05,WM JK Sports Socks,1,0,Nos
,,,,,,j9vnlm9bie,WM JK Hoodie,1,0,Nos
,,,,,,j9vscs0q8g,WM JK Belt,1,0,Nos
,,,,,,j9vjtid470,WM JK Caps,1,0,Nos
